WINE_ID,WINE_NM,WINE_REGION_NM,WINE_CAT,WINE_PC
3925,Clos du Caillou Chateauneuf-du-Pape Reserve 2015,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,165.0
3926,Clos du Caillou Cotes du Rhone Rouge Reserve 2015,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,48.0
3927,Clos du Caillou Chateauneuf-du-Pape Reserve 2012,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,219.99
3928,Clos du Caillou Chateauneuf-du-Pape Reserve 2014,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,150.0
3929,Clos du Caillou Cotes Du Rhone Les Quartz 2015,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,29.99
3930,Clos du Caillou Chateauneuf-du-Pape Blanc Les Safres 2014,"Rhone White Blends from Chateauneuf-du-Pape, Rhone, France",White Wine,89.99
3931,Clos du Caillou Chateauneuf-du-Pape Les Quartz 2015,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,100.0
3932,Clos du Marquis (Futures Pre-Sale) 2017,"Bordeaux Red Blends from St. Julien, Bordeaux, France",Red Wine,49.97
3933,Clos du Marquis (Futures Pre-Sale) 2016,"Bordeaux Red Blends from St. Julien, Bordeaux, France",Red Wine,59.97
3934,Clos du Mont Olivet Chateauneuf-du-Pape Cuvee Papet 2012,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,63.97
3935,Clos du Mont Olivet Chateauneuf-du-Pape Rouge Cuvee Unique 2013,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,51.99
3936,Clos Du Val Carneros Estate Pinot Noir 2015,"Pinot Noir from Carneros, California",Red Wine,50.0
3937,Clos Du Val Hirondelle Vineyard Estate Cabernet Sauvignon 2014,"Cabernet Sauvignon from Stags Leap District, Napa Valley, California",Red Wine,119.99
3938,Clos Du Val Three Graces Red Blend 2014,"Bordeaux Red Blends from Napa Valley, California",Red Wine,175.0
3939,Clos Du Val Georges III Vineyard Cabernet Sauvignon 1997,"Cabernet Sauvignon from Napa Valley, California",Red Wine,99.97
3940,Clos Du Val Estate Cabernet Sauvignon (1.5 Liter Magnum) 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,99.97
3941,Clos Du Val Estate Cabernet Sauvignon 2015,"Cabernet Sauvignon from Napa Valley, California",Red Wine,55.0
3942,Clos Du Val A Cappella Cabernet Sauvignon (Premiere Napa Auction 1.5L Magnum) 2011,"Cabernet Sauvignon from Stags Leap District, Napa Valley, California",Red Wine,225.0
3943,Clos Du Val Carneros Estate Chardonnay 2016,"Chardonnay from Carneros, California",White Wine,35.99
3944,Clos Figueres Serras del Priorat 2016,"Other Red Wine from Priorat, Spain",Red Wine,32.99
3945,Clos Figueres Priorat 2013,"Other Red Wine from Priorat, Spain",Red Wine,74.99
3946,Clos Figueres Serras del Priorat 2017,"Other Red Wine from Priorat, Spain",Red Wine,29.99
3947,Clos Figueres Font de la Figuera Priorat 2016,"Grenache from Priorat, Spain",Red Wine,39.99
3948,Clos Floridene Blanc 2015,"Bordeaux White Blends from Graves, Bordeaux, France",White Wine,27.99
3949,Clos Fourtet (1.5 Liter Magnum Futures Pre-Sale) 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,239.97
3950,Clos Fourtet (1.5 Liter Magnum Futures Pre-Sale) 2017,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,219.97
3951,Clos Fourtet 2000,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,129.97
3952,Clos Fourtet (Futures Pre-Sale) 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,119.97
3953,Clos Fourtet (Futures Pre-Sale) 2017,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,105.97
3954,Clos Guirouilh Jurancon Sec La Peirine 2014,"Other White Blends from Southwest, France",White Wine,31.99
3955,Clos Henri Sauvignon Blanc 2016,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,29.99
3956,Clos Henri Pinot Noir 2015,"Pinot Noir from Marlborough, New Zealand",Red Wine,35.99
3957,Clos i Terrasses Clos Erasmus 2003,"Other Red Blends from Priorat, Spain",Red Wine,499.97
3958,Clos i Terrasses Clos Erasmus 1995,"Other Red Blends from Priorat, Spain",Red Wine,499.97
3959,Clos L'Eglise Pomerol (Futures Pre-Sale) 2016,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,99.97
3960,Clos L'Eglise Pomerol (Futures Pre-Sale) 2017,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,82.97
3961,Clos La Coutale Cahors 2016,"Malbec from Cahors, Southwest, France",Red Wine,14.99
3962,Clos LaChance Reserve Petite sirah 2013,"Petite Sirah from Central Coast, California",Red Wine,30.0
3963,Clos LaChance Monterey County Chardonnay 2016,"Chardonnay from Monterey, Central Coast, California",White Wine,16.99
3964,Clos LaChance Colibri Rose 2016,"Rosé from Central Coast, California",Pink and Rosé,20.0
3965,Clos LaChance Central Coast Merlot 2016,"Merlot from Central Coast, California",Red Wine,25.0
3966,Clos LaChance Cabernet Sauvignon 2015,"Cabernet Sauvignon from Central Coast, California",Red Wine,13.99
3967,Clos LaChance Sauvignon Blanc 2017,"Sauvignon Blanc from Central Coast, California",White Wine,25.0
3968,Clos LaChance 22 Pirates Red Blend 2016,Rhone Red Blends from California,Red Wine,42.0
3969,Clos Mogador Priorat 2015,"Other Red Wine from Priorat, Spain",Red Wine,89.99
3970,Clos Pegase Rose 2016,"Rosé from Napa Valley, California",Pink and Rosé,22.0
3971,Clos Pegase Mitsuko's Vineyard Merlot 2016,"Merlot from Carneros, California",Red Wine,40.0
3972,Clos Pegase Mitsuko's Vineyard Pinot Noir 2014,"Pinot Noir from Carneros, California",Red Wine,40.0
3973,Clos Pegase Mitsuko's Vineyard Sauvignon Blanc 2017,"Sauvignon Blanc from Carneros, California",White Wine,19.99
3974,Clos Pegase Mitsuko's Vineyard Chardonnay 2017,"Chardonnay from Carneros, California",White Wine,22.99
3975,Clos Saint-Jean Sanctus Sanctorum (1.5 Liter Magnum) 2012,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,1199.97
3976,Clos Sainte Magdeleine Cassis Blanc 2017,Rhone White Blends from France,White Wine,31.99
3977,Clot de l'Origine Les Quilles Libres 2016,"Rhone Red Blends from Languedoc-Roussillon, France",Red Wine,30.0
3978,Cloudline Pinot Noir 2017,"Pinot Noir from Willamette Valley, Oregon",Red Wine,17.99
3979,Cloudy Bay Te Koko Sauvignon Blanc 2014,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,65.0
3980,Cloudy Bay Late Harvest Riesling (375ML half-bottle) 2008,"Riesling from Marlborough, New Zealand",White Wine,33.99
3981,Cloudy Bay Sauvignon Blanc 2018,"Sauvignon Blanc from Marlborough, New Zealand",White Wine,34.99
3982,Cloudy Bay Chardonnay 2016,"Chardonnay from Marlborough, New Zealand",White Wine,32.99
3983,Cloudy Bay Pinot Noir 2015,"Pinot Noir from Marlborough, New Zealand",Red Wine,41.99
3984,Clovis Cotes du Rhone 2017,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,13.99
3985,Coach House Cellars Merlot 2011,"Merlot from Columbia Valley, Washington",Red Wine,25.0
3986,Coach House Cellars Garage 2014,"Other Red Blends from Columbia Valley, Washington",Red Wine,16.99
3987,Coach House Cellars Merlot 2013,"Merlot from Columbia Valley, Washington",Red Wine,17.99
3988,Coach House Cellars Cabernet Sauvignon 2013,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,22.99
3989,Coates Vineyards Organic Zinfandel 2015,"Zinfandel from North Coast, California",Red Wine,16.99
3990,Coates Vineyards Organic Cabernet Sauvignon 2015,"Cabernet Sauvignon from North Coast, California",Red Wine,19.99
3991,Coates Vineyards Organic Sangiovese 2014,"Sangiovese from North Coast, California",Red Wine,18.99
3992,Coates Vineyards Organic Merlot 2014,"Merlot from North Coast, California",Red Wine,17.99
3993,Cobb Wines Mariani Vineyard Chardonnay 2015,"Chardonnay from Sonoma Coast, Sonoma County, California",White Wine,74.99
3994,Cochon Les Sirenes Pinot Noir 2017,"Pinot Noir from Russian River, Sonoma County, California",Red Wine,34.99
3995,Cochon Phoenix Ranch Syrah 2013,"Syrah/Shiraz from Napa Valley, California",Red Wine,28.99
3996,Cochon Whole Hog 2015,Rhone Red Blends from California,Red Wine,22.99
3997,Cochon Pape Rocks 2015,Rhone Red Blends from California,Red Wine,18.99
3998,Cockburn's Special Reserve,Port from Portugal,,17.99
3999,Cockburn's 20 Year Old Tawny Port (500ML),Port from Portugal,,50.0
4000,Cockburn's Fine Tawny,Port from Portugal,,12.99
4001,Cockburn's 10 Year Old Tawny Port (500ML),Port from Portugal,,23.99
4002,Cockburn's Vintage Port 2016,"Port from Douro, Portugal",Collectible,110.0
4003,Codirosso Chianti 2015,"Sangiovese from Tuscany, Italy",Red Wine,13.99
4004,Codorniu Anna de Codorniu Cava Brut Rose,"Rosé Sparkling Wine from Penedes, Spain",Sparkling & Champagne,15.0
4005,Codorniu Anna de Codorniu Cava Blanc de Blanc,"Non-Vintage Sparkling Wine from Penedes, Spain",Sparkling & Champagne,15.0
4006,Codorniu Brut Cava,"Non-Vintage Sparkling Wine from Penedes, Spain",Sparkling & Champagne,10.99
4007,Coeur Clementine Cotes de Provence Rose 2017,"Rosé from Cotes de Provence, Provence, France",Pink and Rosé,18.99
4008,Col d'Orcia Spezieri 2016,"Other Red Blends from Tuscany, Italy",Red Wine,18.99
4009,Col d'Orcia Brunello di Montalcino 2013,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,53.99
4010,Col d'Orcia Rosso di Montalcino 2015,"Sangiovese from Tuscany, Italy",Red Wine,26.99
4011,Col de Salici Prosecco Superiore 2015,"Vintage Sparkling Wine from Valdobbiadene, Prosecco, Italy",Sparkling & Champagne,22.99
4012,Col de Salici Col di Salice Rose di Salici Brut,"Rosé Sparkling Wine from Veneto, Italy",Sparkling & Champagne,14.99
4013,Col Solare Cabernet Sauvignon 2014,"Cabernet Sauvignon from Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,75.0
4014,Colgin IX Estate Red 2013,"Bordeaux Red Blends from Napa Valley, California",Red Wine,599.97
4015,Colgin IX Estate Red 2009,"Bordeaux Red Blends from Napa Valley, California",Red Wine,499.97
4016,Colgin IX Estate Syrah 2014,"Syrah/Shiraz from Napa Valley, California",Red Wine,349.97
4017,Colgin IX Estate Red 2015,"Bordeaux Red Blends from Napa Valley, California",Red Wine,619.97
4018,Colgin IX Estate Red 2008,"Bordeaux Red Blends from Napa Valley, California",Red Wine,389.97
4019,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2013,"Cabernet Sauvignon from Napa Valley, California",Red Wine,529.97
4020,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2008,"Cabernet Sauvignon from St. Helena, Napa Valley, California",Red Wine,369.97
4021,Colgin IX Estate Syrah 2012,"Syrah/Shiraz from Napa Valley, California",Red Wine,339.97
4022,Colgin Cariad 2014,"Bordeaux Red Blends from Napa Valley, California",Red Wine,549.99
4023,Colgin IX Estate Red 2011,"Bordeaux Red Blends from Napa Valley, California",Red Wine,399.97
4024,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2007,"Cabernet Sauvignon from St. Helena, Napa Valley, California",Red Wine,399.97
4025,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2012,"Cabernet Sauvignon from Napa Valley, California",Red Wine,599.97
4026,Colgin IX Estate Red 2010,"Bordeaux Red Blends from Napa Valley, California",Red Wine,539.97
4027,Colgin Cariad 2011,"Bordeaux Red Blends from Napa Valley, California",Red Wine,439.97
4028,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2011,"Cabernet Sauvignon from Napa Valley, California",Red Wine,369.97
4029,Colgin Cariad 2009,"Bordeaux Red Blends from Napa Valley, California",Red Wine,369.97
4030,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2009,"Cabernet Sauvignon from St. Helena, Napa Valley, California",Red Wine,369.97
4031,Colgin IX Estate Syrah 2009,"Syrah/Shiraz from Napa Valley, California",Red Wine,269.97
4032,Colgin IX Estate Syrah 2011,"Syrah/Shiraz from Napa Valley, California",Red Wine,349.97
4033,Colgin IX Estate Syrah 2008,"Syrah/Shiraz from Napa Valley, California",Red Wine,239.97
4034,Colgin IX Estate Red 2007,"Bordeaux Red Blends from Napa Valley, California",Red Wine,599.97
4035,Colgin Cariad 2002,"Bordeaux Red Blends from Napa Valley, California",Red Wine,419.97
4036,Colgin IX Estate Syrah 2013,"Syrah/Shiraz from Napa Valley, California",Red Wine,379.97
4037,Colgin IX Estate Red 2012,"Bordeaux Red Blends from Napa Valley, California",Red Wine,539.97
4038,Colgin Herb Lamb Vineyard Cabernet Sauvignon 2007,"Cabernet Sauvignon from Howell Mountain, Napa Valley, California",Red Wine,409.97
4039,Colgin Cariad 2013,"Bordeaux Red Blends from Napa Valley, California",Red Wine,549.97
4040,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2006,"Cabernet Sauvignon from St. Helena, Napa Valley, California",Red Wine,469.97
4041,Colgin IX Estate Syrah 2007,"Syrah/Shiraz from Napa Valley, California",Red Wine,249.97
4042,Colgin IX Estate Red 2005,"Bordeaux Red Blends from Napa Valley, California",Red Wine,399.97
4043,Colgin Cariad 2008,"Bordeaux Red Blends from Napa Valley, California",Red Wine,319.97
4044,Colgin Cariad 2006,"Bordeaux Red Blends from Napa Valley, California",Red Wine,399.97
4045,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2014,"Cabernet Sauvignon from Napa Valley, California",Red Wine,599.97
4046,Colgin Cariad 2010,"Bordeaux Red Blends from Napa Valley, California",Red Wine,569.97
4047,Colgin IX Estate Syrah 2005,"Syrah/Shiraz from Napa Valley, California",Red Wine,239.97
4048,Colgin IX Estate Syrah 2006,"Syrah/Shiraz from Napa Valley, California",Red Wine,239.97
4049,Colgin Tychson Hill Vineyard Cabernet Sauvignon 2010,"Cabernet Sauvignon from Napa Valley, California",Red Wine,419.97
4050,Colgin IX Estate Red 2014,"Bordeaux Red Blends from Napa Valley, California",Red Wine,559.97
4051,Colle dei Bardellini Pigato 2016,"Other White Wine from Riviera Ligure di Ponente, Liguria, Italy",White Wine,17.99
4052,Colle dei Bardellini Vermentino 2016,"Vermentino from Riviera Ligure di Ponente, Liguria, Italy",White Wine,19.99
4053,ColleMassari Montecucco Rigoleto 2014,"Tuscan Blends from Tuscany, Italy",Red Wine,21.0
4054,ColleMassari Vermentino Melacce 2013,"Vermentino from Tuscany, Italy",White Wine,20.99
4055,Collet Brut Rose,"Rosé Sparkling Wine from Champagne, France",Sparkling & Champagne,60.0
4056,Collet Blanc de Blancs Premier Cru,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,65.0
4057,Collet Brut,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,50.0
4058,Collet Esprit Couture Brut in Gift Box,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,99.99
4059,Collet Brut Art Deco Premier Cru,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,50.0
4060,Collet Demi-Sec,"Non-Vintage Sparkling Wine from Champagne, France",Sparkling & Champagne,45.99
4061,Collosorbo Brunello di Montalcino 2013,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,55.0
4062,Collosorbo Rosso di Montalcino 2016,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,23.99
4063,Collosorbo Brunello di Montalcino Riserva 2012,"Sangiovese from Montalcino, Tuscany, Italy",Red Wine,104.99
4064,Colosi Nero d'Avola 2017,"Nero d'Avola from Sicily, Italy",Red Wine,13.99
4065,Colosi Rosso Sicilia 2016,"Nero d'Avola from Sicily, Italy",Red Wine,9.99
4066,Colosi Bianco 2017,"Other White Blends from Sicily, Italy",White Wine,10.99
4067,Colpetrone Sagrantino di Montefalco 2011,"Other Red Wine from Umbria, Italy",Red Wine,24.99
4068,Colpetrone Rosso di Montefalco 2013,"Other Red Wine from Umbria, Italy",Red Wine,17.99
4069,Columbia Crest Grand Estates Cabernet Sauvignon 2016,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,12.0
4070,Columbia Crest H3 Cabernet Sauvignon 2015,"Cabernet Sauvignon from Horse Heaven Hills, Columbia Valley, Washington",Red Wine,15.0
4071,Columbia Crest H3 Les Chevaux Red Blend 2013,"Other Red Blends from Horse Heaven Hills, Columbia Valley, Washington",Red Wine,15.0
4072,Columbia Crest Walter Clore Private Reserve Red 2011,"Bordeaux Red Blends from Columbia Valley, Washington",Red Wine,34.99
4073,Columbia Crest Grand Estates Cabernet Sauvignon 2014,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,12.0
4074,Columbia Crest H3 Les Chevaux Red Blend 2014,"Other Red Blends from Horse Heaven Hills, Columbia Valley, Washington",Red Wine,15.0
4075,Columbia Crest H3 Merlot 2015,"Merlot from Columbia Valley, Washington",Red Wine,15.0
4076,Columbia Crest Grand Estates Syrah 2016,"Syrah/Shiraz from Columbia Valley, Washington",Red Wine,12.99
4077,Columbia Crest Reserve Cabernet Sauvignon 2012,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,47.99
4078,Columbia Crest H3 Chardonnay 2014,"Chardonnay from Columbia Valley, Washington",White Wine,15.0
4079,Columbia Crest H3 Sauvignon Blanc 2017,"Sauvignon Blanc from Horse Heaven Hills, Columbia Valley, Washington",White Wine,12.99
4080,Columbia Crest Grand Estates Chardonnay 2015,"Chardonnay from Columbia Valley, Washington",White Wine,12.0
4081,Columbia Crest Grand Estates Merlot 2014,"Merlot from Columbia Valley, Washington",Red Wine,12.0
4082,Columbia Crest H3 Cabernet Sauvignon 2016,"Cabernet Sauvignon from Horse Heaven Hills, Columbia Valley, Washington",Red Wine,17.0
4083,Columbia Winery Cabernet Sauvignon 2016,"Cabernet Sauvignon from Columbia Valley, Washington",Red Wine,15.99
4084,Columbia Winery Composition Red Blend,"Other Red Blends from Columbia Valley, Washington",Red Wine,17.0
4085,Columbia Winery Merlot 2016,"Merlot from Columbia Valley, Washington",Red Wine,15.99
4086,Columna Albarino 2017,"Albarino from Rias Baixas, Spain",White Wine,16.99
4087,Comando G La Bruja de Rozas 2016,Grenache from Spain,Red Wine,27.99
4088,Comartin Cellars Chardonnay 2014,"Chardonnay from Santa Cruz Mountains, California",White Wine,39.99
4089,Comartin Cellars The Porterhouse 2013,"Rhone Red Blends from Central Coast, California",Red Wine,44.99
4090,Commanderie de la Bargemone Coteaux d'Aix en Provence Rose 2017,"Rosé from Coteaux d'Aix-en-Provence, Provence, France",Pink and Rosé,16.99
4091,Compania de Vinos Trico Trico Albarino 2013,"Albarino from Rias Baixas, Spain",White Wine,26.99
4092,Concannon Paso Robles Cabernet Sauvignon 2016,"Cabernet Sauvignon from Paso Robles, Central Coast, California",Red Wine,18.99
4093,Concannon Monterey Chardonnay 2017,"Chardonnay from Monterey, Central Coast, California",White Wine,20.0
4094,Concannon Petite Sirah 2016,"Petite Sirah from Livermore Valley, Central Coast, California",Red Wine,16.99
4095,Conceito Douro Tinto 2015,"Other Red Blends from Douro, Portugal",Red Wine,44.99
4096,Conceito Sparkling Brut Nature 2015,Vintage Sparkling Wine from Portugal,Sparkling & Champagne,28.99
4097,Conceito Contraste Tinto 2015,"Other Red Blends from Douro, Portugal",Red Wine,27.0
4098,Conceito Legítimo Tinto 2016,"Other Red Blends from Douro, Portugal",Red Wine,26.99
4099,Conceito Douro White 2016,"Other White Blends from Douro, Portugal",White Wine,52.99
4100,Conceito Contraste White 2016,"Other White Blends from Douro, Portugal",White Wine,27.0
4101,Concha y Toro Casillero Del Diablo Cabernet Sauvignon 2015,Cabernet Sauvignon from Chile,Red Wine,12.99
